Z_MIN,TUILE,TO_DALLE
"3,563",tile_x129y94,SP
"-0,008",tile_x129y95,SP
"2,901",tile_x129y96,SP
"4,088",tile_x129y97,SO
"3,000",tile_x129y98,SO
"3,000",tile_x129y99,SO
"3,000",tile_x129y9,S7
"3,000",tile_x130y100,SO
"3,000",tile_x130y101,SO
"3,469",tile_x130y102,SN
"2,890",tile_x130y103,SN
"3,000",tile_x130y104,SN
"3,000",tile_x130y105,SN
"3,000",tile_x130y106,SN
"3,000",tile_x130y107,SM
"3,410",tile_x130y108,SM
"3,728",tile_x130y109,SM
"2,536",tile_x130y10,S7
"3,910",tile_x130y110,SM
"3,360",tile_x130y111,SM
"3,757",tile_x130y112,SL
"3,447",tile_x130y113,SL
"3,223",tile_x130y114,SL
"3,201",tile_x130y115,SL
"3,000",tile_x130y116,SL
"3,000",tile_x130y117,SK
"3,000",tile_x130y118,SK
"-0,095",tile_x130y119,SK
"1,631",tile_x130y11,S7
"2,577",tile_x130y120,SK
"2,473",tile_x130y121,SK
"3,047",tile_x130y122,SJ
"3,058",tile_x130y123,SJ
"4,465",tile_x130y124,SJ
"4,670",tile_x130y125,SJ
"4,058",tile_x130y126,SJ
"0,031",tile_x130y127,SI
"1,655",tile_x130y128,SI
"4,110",tile_x130y129,SI
"2,036",tile_x130y12,S6
"4,136",tile_x130y130,SI
"5,334",tile_x130y131,SI
"5,850",tile_x130y132,SH
"5,926",tile_x130y133,SH
"5,495",tile_x130y134,SH
"5,491",tile_x130y135,SH
"5,420",tile_x130y136,SH
"3,850",tile_x130y137,SG
"5,564",tile_x130y138,SG
"4,459",tile_x130y139,SG
"1,483",tile_x130y13,S6
"3,220",tile_x130y140,SG
"2,647",tile_x130y141,SG
"2,290",tile_x130y142,SF
"2,380",tile_x130y143,SF
"2,590",tile_x130y144,SF
"2,739",tile_x130y145,SF
"3,599",tile_x130y146,SF
"3,878",tile_x130y147,SE
"6,210",tile_x130y148,SE
"5,176",tile_x130y149,SE
"1,140",tile_x130y14,S6
"5,176",tile_x130y150,SE
"8,619",tile_x130y151,SE
"10,430",tile_x130y152,SD
"11,100",tile_x130y153,SD
"10,683",tile_x130y154,SD
"11,310",tile_x130y155,SD
"10,973",tile_x130y156,SD
"8,831",tile_x130y157,SC
"6,280",tile_x130y158,SC
"4,940",tile_x130y159,SC
"0,620",tile_x130y15,S6
"5,002",tile_x130y160,SC
"11,623",tile_x130y161,SC
"0,496",tile_x130y16,S6
"1,600",tile_x130y17,S5
"2,580",tile_x130y18,S5
"2,749",tile_x130y19,S5
"2,729",tile_x130y20,S5
"3,000",tile_x130y21,S5
"3,000",tile_x130y22,S4
"3,000",tile_x130y23,S4
"3,000",tile_x130y24,S4
"3,000",tile_x130y25,S4
"0,607",tile_x130y41,S1
"0,678",tile_x130y42,SZ
"1,000",tile_x130y43,SZ
"1,047",tile_x130y44,SZ
"0,207",tile_x130y45,SZ
"-0,145",tile_x130y46,SZ
"-0,145",tile_x130y47,SY
"0,031",tile_x130y48,SY
"0,329",tile_x130y49,SY
"0,400",tile_x130y50,SY
"0,400",tile_x130y51,SY
"0,583",tile_x130y52,SX
"0,583",tile_x130y53,SX
"0,583",tile_x130y54,SX
"1,220",tile_x130y55,SX
"2,110",tile_x130y56,SX
"2,794",tile_x130y57,SW
"2,090",tile_x130y58,SW
"0,291",tile_x130y59,SW
"1,448",tile_x130y60,SW
"2,071",tile_x130y61,SW
"-0,211",tile_x130y62,SV
"0,158",tile_x130y63,SV
"1,529",tile_x130y64,SV
"2,292",tile_x130y65,SV
"2,249",tile_x130y66,SV
"2,151",tile_x130y67,SU
"2,081",tile_x130y68,SU
"1,734",tile_x130y69,SU
"3,000",tile_x130y6,S8
"2,355",tile_x130y70,SU
"1,867",tile_x130y71,SU
"2,390",tile_x130y72,ST
"1,215",tile_x130y73,ST
"0,954",tile_x130y74,ST
"1,427",tile_x130y75,ST
"1,427",tile_x130y76,ST
"0,863",tile_x130y77,SS
"0,611",tile_x130y78,SS
"0,467",tile_x130y79,SS
"2,668",tile_x130y7,S7
"0,581",tile_x130y80,SS
"0,071",tile_x130y81,SS
"0,357",tile_x130y82,SR
"-0,153",tile_x130y83,SR
"1,969",tile_x130y84,SR
"1,843",tile_x130y85,SR
"1,463",tile_x130y86,SR
"1,448",tile_x130y87,SQ
"1,459",tile_x130y88,SQ
"-0,366",tile_x130y89,SQ
"2,668",tile_x130y8,S7
"-0,739",tile_x130y90,SQ
"3,324",tile_x130y91,SQ
"2,935",tile_x130y92,SP
"3,105",tile_x130y93,SP
"3,580",tile_x130y94,SP
"-0,219",tile_x130y95,SP
"2,835",tile_x130y96,SP
"3,910",tile_x130y97,SO
"3,000",tile_x130y98,SO
"3,000",tile_x130y99,SO
"3,000",tile_x130y9,S7
"-4,823",tile_x131y100,SO
"-4,790",tile_x131y101,SO
"3,000",tile_x131y102,SN
"2,170",tile_x131y103,SN
"2,170",tile_x131y104,SN
"3,000",tile_x131y105,SN
"3,000",tile_x131y106,SN
"3,000",tile_x131y107,SM
"3,030",tile_x131y108,SM
"2,320",tile_x131y109,SM
"3,000",tile_x131y10,S7
"2,726",tile_x131y110,SM
"3,970",tile_x131y111,SM
"3,470",tile_x131y112,SL
"2,790",tile_x131y113,SL
"2,795",tile_x131y114,SL
"3,500",tile_x131y115,SL
"3,690",tile_x131y116,SL
"2,530",tile_x131y117,SK
"3,000",tile_x131y118,SK
"3,000",tile_x131y119,SK
"1,790",tile_x131y11,S7
"0,051",tile_x131y120,SK
"0,705",tile_x131y121,SK
"3,873",tile_x131y122,SJ
"4,461",tile_x131y123,SJ
"3,072",tile_x131y124,SJ
"2,810",tile_x131y125,SJ
"1,551",tile_x131y126,SJ
"0,273",tile_x131y127,SI
"2,979",tile_x131y128,SI
"4,495",tile_x131y129,SI
"3,010",tile_x131y12,S6
"3,535",tile_x131y130,SI
"3,760",tile_x131y131,SI
"3,930",tile_x131y132,SH
"4,459",tile_x131y133,SH
"4,551",tile_x131y134,SH
"4,310",tile_x131y135,SH
"4,891",tile_x131y136,SH
"5,609",tile_x131y137,SG
"3,491",tile_x131y138,SG
"3,491",tile_x131y139,SG
"1,827",tile_x131y13,S6
"2,600",tile_x131y140,SG
"2,610",tile_x131y141,SG
"5,331",tile_x131y142,SF
"5,334",tile_x131y143,SF
"5,467",tile_x131y144,SF
"5,253",tile_x131y145,SF
"5,031",tile_x131y146,SF
"5,169",tile_x131y147,SE
"5,700",tile_x131y148,SE
"5,176",tile_x131y149,SE
"0,348",tile_x131y14,S6
"5,176",tile_x131y150,SE
"5,176",tile_x131y151,SE
"7,637",tile_x131y152,SD
"8,126",tile_x131y153,SD
"7,822",tile_x131y154,SD
"9,127",tile_x131y155,SD
"8,085",tile_x131y156,SD
"6,390",tile_x131y157,SC
"5,410",tile_x131y158,SC
"4,370",tile_x131y159,SC
"0,307",tile_x131y15,S6
"4,350",tile_x131y160,SC
"0,556",tile_x131y16,S6
"0,352",tile_x131y17,S5
"2,120",tile_x131y18,S5
"2,054",tile_x131y19,S5
"2,567",tile_x131y20,S5
"2,344",tile_x131y21,S5
"2,870",tile_x131y22,S4
"3,000",tile_x131y23,S4
"3,000",tile_x131y24,S4
"3,000",tile_x131y25,S4
"3,000",tile_x131y26,S4
"1,357",tile_x131y40,S1
"0,691",tile_x131y41,S1
"1,365",tile_x131y42,SZ
"1,010",tile_x131y43,SZ
"1,047",tile_x131y44,SZ
"0,145",tile_x131y45,SZ
"0,051",tile_x131y46,SZ
"0,051",tile_x131y47,SY
"0,257",tile_x131y48,SY
"0,257",tile_x131y49,SY
"0,400",tile_x131y50,SY
"0,472",tile_x131y51,SY
"0,499",tile_x131y52,SX
"0,870",tile_x131y53,SX
"0,637",tile_x131y54,SX
"1,330",tile_x131y55,SX
"2,063",tile_x131y56,SX
"2,720",tile_x131y57,SW
"2,310",tile_x131y58,SW
"0,291",tile_x131y59,SW
"0,291",tile_x131y60,SW
"2,860",tile_x131y61,SW
"1,381",tile_x131y62,SV
"1,124",tile_x131y63,SV
"2,790",tile_x131y64,SV
"2,780",tile_x131y65,SV
"2,477",tile_x131y66,SV
"1,685",tile_x131y67,SU
"2,881",tile_x131y68,SU
"2,860",tile_x131y69,SU
"3,270",tile_x131y70,SU
"3,100",tile_x131y71,SU
"3,102",tile_x131y72,ST
"0,990",tile_x131y73,ST
"0,814",tile_x131y74,ST
"0,831",tile_x131y75,ST
"1,216",tile_x131y76,ST
"1,133",tile_x131y77,SS
"0,625",tile_x131y78,SS
"0,616",tile_x131y79,SS
"3,000",tile_x131y7,S7
"0,516",tile_x131y80,SS
"0,776",tile_x131y81,SS
"0,455",tile_x131y82,SR
"-0,383",tile_x131y83,SR
"2,325",tile_x131y84,SR
"2,816",tile_x131y85,SR
"1,965",tile_x131y86,SR
"1,598",tile_x131y87,SQ
"1,441",tile_x131y88,SQ
"1,595",tile_x131y89,SQ
"2,723",tile_x131y8,S7
"1,595",tile_x131y90,SQ
"3,270",tile_x131y91,SQ
"2,911",tile_x131y92,SP
"3,024",tile_x131y93,SP
"1,476",tile_x131y94,SP
"2,722",tile_x131y95,SP
"2,676",tile_x131y96,SP
"3,311",tile_x131y97,SO
"2,831",tile_x131y98,SO
"2,612",tile_x131y99,SO
"3,000",tile_x131y9,S7
"-5,294",tile_x132y100,SO
"-5,460",tile_x132y101,SO
"3,000",tile_x132y102,SN
"3,000",tile_x132y103,SN
"3,000",tile_x132y104,SN
"3,000",tile_x132y105,SN
"3,000",tile_x132y106,SN
"3,024",tile_x132y107,SM
"3,360",tile_x132y108,SM
"2,625",tile_x132y109,SM
"3,000",tile_x132y10,S7
"2,851",tile_x132y110,SM
"3,908",tile_x132y111,SM
"2,635",tile_x132y112,SL
"2,334",tile_x132y113,SL
"2,820",tile_x132y114,SL
"2,938",tile_x132y115,SL
"3,900",tile_x132y116,SL
"3,423",tile_x132y117,SK
"3,000",tile_x132y118,SK
"3,000",tile_x132y119,SK
"1,383",tile_x132y11,S7
"3,000",tile_x132y120,SK
"1,146",tile_x132y121,SK
"3,591",tile_x132y122,SJ
"4,225",tile_x132y123,SJ
"4,082",tile_x132y124,SJ
"3,701",tile_x132y125,SJ
"1,111",tile_x132y126,SJ
"3,378",tile_x132y127,SI
"2,150",tile_x132y128,SI
"3,527",tile_x132y129,SI
"2,267",tile_x132y12,S6
"3,223",tile_x132y130,SI
"3,160",tile_x132y131,SI
"3,143",tile_x132y132,SH
"4,366",tile_x132y133,SH
"4,635",tile_x132y134,SH
"5,273",tile_x132y135,SH
"4,634",tile_x132y136,SH
"4,150",tile_x132y137,SG
"3,491",tile_x132y138,SG
"2,262",tile_x132y139,SG
"1,819",tile_x132y13,S6
"2,383",tile_x132y140,SG
"2,520",tile_x132y141,SG
"4,651",tile_x132y142,SF
"4,857",tile_x132y143,SF
"4,874",tile_x132y144,SF
"4,416",tile_x132y145,SF
"3,880",tile_x132y146,SF
"3,647",tile_x132y147,SE
"5,220",tile_x132y148,SE
"4,620",tile_x132y149,SE
"0,337",tile_x132y14,S6
"5,463",tile_x132y150,SE
"5,616",tile_x132y151,SE
"7,501",tile_x132y152,SD
"7,981",tile_x132y153,SD
"6,820",tile_x132y154,SD
"6,451",tile_x132y155,SD
"5,135",tile_x132y156,SD
"4,864",tile_x132y157,SC
"4,280",tile_x132y158,SC
"3,920",tile_x132y159,SC
"0,061",tile_x132y15,S6
"4,130",tile_x132y160,SC
"0,102",tile_x132y16,S6
"1,080",tile_x132y17,S5
"0,537",tile_x132y18,S5
"0,659",tile_x132y19,S5
"2,153",tile_x132y20,S5
"0,801",tile_x132y21,S5
"0,546",tile_x132y22,S4
"3,000",tile_x132y23,S4
"3,000",tile_x132y24,S4
"3,000",tile_x132y25,S4
"3,000",tile_x132y26,S4
"3,000",tile_x132y27,S3
"3,000",tile_x132y28,S3
"0,829",tile_x132y40,S1
"0,971",tile_x132y41,S1
"1,606",tile_x132y42,SZ
"1,069",tile_x132y43,SZ
"1,160",tile_x132y44,SZ
"0,207",tile_x132y45,SZ
"0,360",tile_x132y46,SZ
"0,168",tile_x132y47,SY
"0,168",tile_x132y48,SY
"0,250",tile_x132y49,SY
"0,910",tile_x132y50,SY
"0,930",tile_x132y51,SY
"0,860",tile_x132y52,SX
"1,070",tile_x132y53,SX
"0,628",tile_x132y54,SX
"0,628",tile_x132y55,SX
"2,146",tile_x132y56,SX
"2,093",tile_x132y57,SW
"2,970",tile_x132y58,SW
"2,770",tile_x132y59,SW
"0,291",tile_x132y60,SW
"2,730",tile_x132y61,SW
"2,820",tile_x132y62,SV
"1,292",tile_x132y63,SV
"2,680",tile_x132y64,SV
"3,291",tile_x132y65,SV
"2,801",tile_x132y66,SV
"3,730",tile_x132y67,SU
"2,792",tile_x132y68,SU
"2,540",tile_x132y69,SU
"2,960",tile_x132y70,SU
"2,970",tile_x132y71,SU
"3,050",tile_x132y72,ST
"1,079",tile_x132y73,ST
"1,215",tile_x132y74,ST
"1,731",tile_x132y75,ST
"1,837",tile_x132y76,ST
"1,323",tile_x132y77,SS
"0,651",tile_x132y78,SS
"0,825",tile_x132y79,SS
"3,000",tile_x132y7,S7
"0,516",tile_x132y80,SS
"1,528",tile_x132y81,SS
"0,455",tile_x132y82,SR
"-0,383",tile_x132y83,SR
"2,475",tile_x132y84,SR
"2,410",tile_x132y85,SR
"1,495",tile_x132y86,SR
"4,400",tile_x132y87,SQ
"1,235",tile_x132y88,SQ
"0,050",tile_x132y89,SQ
"3,000",tile_x132y8,S7
"0,101",tile_x132y90,SQ
"1,140",tile_x132y91,SQ
"0,760",tile_x132y92,SP
"0,246",tile_x132y93,SP
"1,562",tile_x132y94,SP
"2,140",tile_x132y95,SP
"2,487",tile_x132y96,SP
"2,970",tile_x132y97,SO
"3,011",tile_x132y98,SO
"2,648",tile_x132y99,SO
"3,000",tile_x132y9,S7
"3,189",tile_x133y100,TO
"2,970",tile_x133y101,TO
"3,000",tile_x133y102,TN
"3,000",tile_x133y103,TN
"3,000",tile_x133y104,TN
"3,000",tile_x133y105,TN
"3,000",tile_x133y106,TN
"3,256",tile_x133y107,TM
"3,817",tile_x133y108,TM
"3,120",tile_x133y109,TM
"3,000",tile_x133y10,T7
"3,348",tile_x133y110,TM
"3,190",tile_x133y111,TM
"2,580",tile_x133y112,TL
"2,118",tile_x133y113,TL
"2,540",tile_x133y114,TL
"2,979",tile_x133y115,TL
"3,220",tile_x133y116,TL
"3,610",tile_x133y117,TK
"1,604",tile_x133y118,TK
"3,000",tile_x133y119,TK
"2,216",tile_x133y11,T7
"3,000",tile_x133y120,TK
"3,000",tile_x133y121,TK
"3,000",tile_x133y122,TJ
"3,801",tile_x133y123,TJ
"3,741",tile_x133y124,TJ
"3,979",tile_x133y125,TJ
"3,987",tile_x133y126,TJ
"3,471",tile_x133y127,TI
"3,589",tile_x133y128,TI
"3,495",tile_x133y129,TI
"2,229",tile_x133y12,T6
"3,258",tile_x133y130,TI
"3,984",tile_x133y131,TI
"4,344",tile_x133y132,TH
"4,318",tile_x133y133,TH
"4,860",tile_x133y134,TH
"4,156",tile_x133y135,TH
"5,160",tile_x133y136,TH
"5,270",tile_x133y137,TG
"2,998",tile_x133y138,TG
"2,051",tile_x133y139,TG
"2,429",tile_x133y13,T6
"2,506",tile_x133y140,TG
"4,965",tile_x133y141,TG
"2,020",tile_x133y142,TF
"3,740",tile_x133y143,TF
"3,360",tile_x133y144,TF
"3,340",tile_x133y145,TF
"5,170",tile_x133y146,TF
"7,480",tile_x133y147,TE
"5,240",tile_x133y148,TE
"4,580",tile_x133y149,TE
"1,008",tile_x133y14,T6
"5,192",tile_x133y150,TE
"5,820",tile_x133y151,TE
"7,709",tile_x133y152,TD
"6,680",tile_x133y153,TD
"5,817",tile_x133y154,TD
"4,030",tile_x133y155,TD
"4,971",tile_x133y156,TD
"3,840",tile_x133y157,TC
"3,261",tile_x133y158,TC
"3,234",tile_x133y159,TC
"0,741",tile_x133y15,T6
"3,590",tile_x133y160,TC
"-0,090",tile_x133y16,T6
"0,664",tile_x133y17,T5
"0,420",tile_x133y18,T5
"0,238",tile_x133y19,T5
"0,748",tile_x133y20,T5
"0,452",tile_x133y21,T5
"1,570",tile_x133y22,T4
"3,000",tile_x133y23,T4
"2,861",tile_x133y24,T4
"3,000",tile_x133y25,T4
"3,000",tile_x133y26,T4
"3,000",tile_x133y27,T3
"3,000",tile_x133y28,T3
"3,000",tile_x133y29,T3
"0,828",tile_x133y40,T1
"1,886",tile_x133y41,T1
"1,820",tile_x133y42,TZ
"1,417",tile_x133y43,TZ
"0,922",tile_x133y44,TZ
"0,217",tile_x133y45,TZ
"1,330",tile_x133y46,TZ
"0,198",tile_x133y47,TY
"0,510",tile_x133y48,TY
"0,060",tile_x133y49,TY
"0,870",tile_x133y50,TY
"1,360",tile_x133y51,TY
"1,642",tile_x133y52,TX
"2,090",tile_x133y53,TX
"2,056",tile_x133y54,TX
"0,628",tile_x133y55,TX
"2,750",tile_x133y56,TX
"2,960",tile_x133y57,TW
"3,030",tile_x133y58,TW
"3,000",tile_x133y59,TW
"2,870",tile_x133y60,TW
"2,945",tile_x133y61,TW
"2,570",tile_x133y62,TV
"2,680",tile_x133y63,TV
"3,000",tile_x133y64,TV
"3,000",tile_x133y65,TV
"3,000",tile_x133y66,TV
"3,000",tile_x133y67,TU
"2,800",tile_x133y68,TU
"2,770",tile_x133y69,TU
"3,100",tile_x133y70,TU
"3,040",tile_x133y71,TU
"3,020",tile_x133y72,TT
"1,356",tile_x133y73,TT
"1,980",tile_x133y74,TT
"2,430",tile_x133y75,TT
"2,160",tile_x133y76,TT
"1,243",tile_x133y77,TS
"3,680",tile_x133y78,TS
"0,916",tile_x133y79,TS
"3,000",tile_x133y7,T7
"0,816",tile_x133y80,TS
"1,716",tile_x133y81,TS
"1,456",tile_x133y82,TR
"0,080",tile_x133y83,TR
"0,609",tile_x133y84,TR
"1,347",tile_x133y85,TR
"1,119",tile_x133y86,TR
"4,369",tile_x133y87,TQ
"1,330",tile_x133y88,TQ
"0,048",tile_x133y89,TQ
"2,924",tile_x133y8,T7
"0,305",tile_x133y90,TQ
"1,578",tile_x133y91,TQ
"1,682",tile_x133y92,TP
"1,757",tile_x133y93,TP
"2,020",tile_x133y94,TP
"2,202",tile_x133y95,TP
"2,886",tile_x133y96,TP
"2,973",tile_x133y97,TO
"3,520",tile_x133y98,TO
"3,150",tile_x133y99,TO
"2,924",tile_x133y9,T7
"3,796",tile_x134y100,TO
"4,120",tile_x134y101,TO
"2,636",tile_x134y102,TN
"3,000",tile_x134y103,TN
"3,000",tile_x134y104,TN
"3,000",tile_x134y105,TN
"2,068",tile_x134y106,TN
"4,314",tile_x134y107,TM
"3,602",tile_x134y108,TM
"3,239",tile_x134y109,TM
"3,000",tile_x134y10,T7
"1,928",tile_x134y110,TM
"2,790",tile_x134y111,TM
"2,770",tile_x134y112,TL
"2,460",tile_x134y113,TL
"2,090",tile_x134y114,TL
"2,250",tile_x134y115,TL
"2,303",tile_x134y116,TL
"3,430",tile_x134y117,TK
"3,450",tile_x134y118,TK
"3,000",tile_x134y119,TK
"2,183",tile_x134y11,T7
"2,640",tile_x134y120,TK
"3,000",tile_x134y121,TK
"3,000",tile_x134y122,TJ
"3,000",tile_x134y123,TJ
"4,541",tile_x134y124,TJ
"4,158",tile_x134y125,TJ
"3,930",tile_x134y126,TJ
"3,430",tile_x134y127,TI
"3,175",tile_x134y128,TI
"3,658",tile_x134y129,TI
"1,994",tile_x134y12,T6
"3,880",tile_x134y130,TI
"4,575",tile_x134y131,TI
"4,135",tile_x134y132,TH
"4,020",tile_x134y133,TH
"5,046",tile_x134y134,TH
"5,380",tile_x134y135,TH
"6,580",tile_x134y136,TH
"5,165",tile_x134y137,TG
"1,960",tile_x134y138,TG
"2,730",tile_x134y139,TG
"2,209",tile_x134y13,T6
"2,650",tile_x134y140,TG
"2,420",tile_x134y141,TG
"2,010",tile_x134y142,TF
"4,130",tile_x134y143,TF
"2,915",tile_x134y144,TF
"3,110",tile_x134y145,TF
"4,420",tile_x134y146,TF
"3,640",tile_x134y147,TE
"3,640",tile_x134y148,TE
"5,377",tile_x134y149,TE
"1,118",tile_x134y14,T6
"4,593",tile_x134y150,TE
"6,636",tile_x134y151,TE
"6,826",tile_x134y152,TD
"5,150",tile_x134y153,TD
"2,537",tile_x134y154,TD
"2,537",tile_x134y155,TD
"3,360",tile_x134y156,TD
"3,839",tile_x134y157,TC
"3,230",tile_x134y158,TC
"2,951",tile_x134y159,TC
"1,010",tile_x134y15,T6
"0,006",tile_x134y16,T6
"0,730",tile_x134y17,T5
"0,129",tile_x134y18,T5
"0,041",tile_x134y19,T5
"0,627",tile_x134y20,T5
"2,838",tile_x134y21,T5
"3,656",tile_x134y22,T4
"3,910",tile_x134y23,T4
"3,000",tile_x134y24,T4
"3,000",tile_x134y25,T4
"3,000",tile_x134y26,T4
"3,000",tile_x134y27,T3
"3,000",tile_x134y28,T3
"3,000",tile_x134y29,T3
"3,000",tile_x134y30,T3
"1,985",tile_x134y38,T1
"2,429",tile_x134y39,T1
"1,298",tile_x134y40,T1
"2,547",tile_x134y41,T1
"1,953",tile_x134y42,TZ
"1,892",tile_x134y43,TZ
"0,217",tile_x134y44,TZ
"0,217",tile_x134y45,TZ
"1,460",tile_x134y46,TZ
"1,300",tile_x134y47,TY
"1,400",tile_x134y48,TY
"1,450",tile_x134y49,TY
"0,885",tile_x134y50,TY
"1,509",tile_x134y51,TY
"2,246",tile_x134y52,TX
"2,382",tile_x134y53,TX
"2,670",tile_x134y54,TX
"0,628",tile_x134y55,TX
"2,116",tile_x134y56,TX
"3,000",tile_x134y57,TW
"3,000",tile_x134y58,TW
"3,000",tile_x134y59,TW
"3,000",tile_x134y60,TW
"3,000",tile_x134y61,TW
"3,000",tile_x134y62,TV
"3,000",tile_x134y63,TV
"3,000",tile_x134y64,TV
"3,000",tile_x134y65,TV
"3,000",tile_x134y66,TV
"3,000",tile_x134y67,TU
"3,000",tile_x134y68,TU
"3,000",tile_x134y69,TU
"3,000",tile_x134y70,TU
"3,000",tile_x134y71,TU
"2,880",tile_x134y72,TT
"2,530",tile_x134y73,TT
"2,468",tile_x134y74,TT
"2,248",tile_x134y75,TT
"2,223",tile_x134y76,TT
"1,521",tile_x134y77,TS
"8,169",tile_x134y78,TS
"7,758",tile_x134y79,TS
"6,580",tile_x134y80,TS
"5,104",tile_x134y81,TS
"3,815",tile_x134y82,TR
"0,023",tile_x134y83,TR
"0,781",tile_x134y84,TR
"0,666",tile_x134y85,TR
"0,412",tile_x134y86,TR
"0,428",tile_x134y87,TQ
"0,584",tile_x134y88,TQ
"1,176",tile_x134y89,TQ
"3,000",tile_x134y8,T7
"0,180",tile_x134y90,TQ
"2,354",tile_x134y91,TQ
"2,497",tile_x134y92,TP
"2,837",tile_x134y93,TP
"1,964",tile_x134y94,TP
"2,793",tile_x134y95,TP
"3,135",tile_x134y96,TP
"3,759",tile_x134y97,TO
"3,630",tile_x134y98,TO
"3,510",tile_x134y99,TO
"3,000",tile_x134y9,T7
"3,000",tile_x135y10,T7
"3,000",tile_x135y11,T7
"1,994",tile_x135y12,T6
"1,983",tile_x135y13,T6
"0,911",tile_x135y14,T6
"1,170",tile_x135y15,T6
"0,154",tile_x135y16,T6
"-0,230",tile_x135y17,T5
"0,054",tile_x135y18,T5
"0,085",tile_x135y19,T5
"0,058",tile_x135y20,T5
"1,160",tile_x135y21,T5
"1,410",tile_x135y22,T4
"1,860",tile_x135y23,T4
"1,304",tile_x135y24,T4
"1,222",tile_x135y25,T4
"1,547",tile_x135y26,T4
"3,000",tile_x135y8,T7
"3,000",tile_x135y9,T7
"3,000",tile_x135y100,TO
"3,000",tile_x135y101,TO
"3,000",tile_x135y102,TN
"3,000",tile_x135y103,TN
"3,000",tile_x135y104,TN
"3,240",tile_x135y105,TN
"3,395",tile_x135y106,TN
"2,818",tile_x135y107,TM
"3,205",tile_x135y108,TM
"3,072",tile_x135y109,TM
"2,961",tile_x135y110,TM
"2,320",tile_x135y111,TM
"2,387",tile_x135y112,TL
"1,907",tile_x135y113,TL
"2,044",tile_x135y114,TL
"1,163",tile_x135y115,TL
"1,951",tile_x135y116,TL
"3,320",tile_x135y117,TK
"3,430",tile_x135y118,TK
"2,188",tile_x135y119,TK
"2,227",tile_x135y120,TK
"3,000",tile_x135y121,TK
"3,000",tile_x135y122,TJ
"3,000",tile_x135y123,TJ
"3,000",tile_x135y124,TJ
"3,842",tile_x135y125,TJ
"3,163",tile_x135y126,TJ
"3,078",tile_x135y127,TI
"3,080",tile_x135y128,TI
"3,117",tile_x135y129,TI
"2,949",tile_x135y130,TI
"4,445",tile_x135y131,TI
"4,998",tile_x135y132,TH
"5,176",tile_x135y133,TH
"4,463",tile_x135y134,TH
"4,494",tile_x135y135,TH
"5,450",tile_x135y136,TH
"3,340",tile_x135y137,TG
"1,928",tile_x135y138,TG
"2,863",tile_x135y139,TG
"2,493",tile_x135y140,TG
"2,180",tile_x135y141,TG
"3,034",tile_x135y142,TF
"3,042",tile_x135y143,TF
"2,416",tile_x135y144,TF
"2,416",tile_x135y145,TF
"2,656",tile_x135y146,TF
"2,656",tile_x135y147,TE
"3,640",tile_x135y148,TE
"5,258",tile_x135y149,TE
"6,399",tile_x135y150,TE
"6,074",tile_x135y151,TE
"5,873",tile_x135y152,TD
"4,711",tile_x135y153,TD
"2,537",tile_x135y154,TD
"2,537",tile_x135y155,TD
"2,537",tile_x135y156,TD
"2,800",tile_x135y157,TC
"2,890",tile_x135y158,TC
"2,860",tile_x135y159,TC
"3,000",tile_x135y27,T3
"3,000",tile_x135y28,T3
"3,000",tile_x135y29,T3
"3,000",tile_x135y30,T3
"3,000",tile_x135y31,T3
"2,652",tile_x135y38,T1
"2,261",tile_x135y39,T1
"1,515",tile_x135y40,T1
"1,711",tile_x135y41,T1
"3,190",tile_x135y42,TZ
"2,460",tile_x135y43,TZ
"0,217",tile_x135y44,TZ
"1,764",tile_x135y45,TZ
"1,761",tile_x135y46,TZ
"1,800",tile_x135y47,TY
"1,859",tile_x135y48,TY
"2,179",tile_x135y49,TY
"0,951",tile_x135y50,TY
"1,512",tile_x135y51,TY
"2,800",tile_x135y52,TX
"3,037",tile_x135y53,TX
"3,000",tile_x135y54,TX
"2,840",tile_x135y55,TX
"3,000",tile_x135y56,TX
"3,000",tile_x135y57,TW
"3,000",tile_x135y58,TW
"3,000",tile_x135y59,TW
"3,000",tile_x135y60,TW
"3,000",tile_x135y61,TW
"3,000",tile_x135y62,TV
"3,000",tile_x135y63,TV
"3,000",tile_x135y64,TV
"3,000",tile_x135y65,TV
"3,000",tile_x135y66,TV
"3,000",tile_x135y67,TU
"3,000",tile_x135y68,TU
"3,000",tile_x135y69,TU
"3,000",tile_x135y70,TU
"3,000",tile_x135y71,TU
"3,000",tile_x135y72,TT
"3,000",tile_x135y73,TT
"3,000",tile_x135y74,TT
"2,710",tile_x135y75,TT
"2,944",tile_x135y76,TT
"1,721",tile_x135y77,TS
"3,191",tile_x135y78,TS
"3,488",tile_x135y79,TS
"7,110",tile_x135y80,TS
"6,841",tile_x135y81,TS
"5,620",tile_x135y82,TR
"3,000",tile_x135y83,TR
"4,630",tile_x135y84,TR
"0,981",tile_x135y85,TR
"3,131",tile_x135y86,TR
"2,881",tile_x135y87,TQ
"3,193",tile_x135y88,TQ
"2,747",tile_x135y89,TQ
"3,235",tile_x135y90,TQ
"3,255",tile_x135y91,TQ
"3,130",tile_x135y92,TP
"3,445",tile_x135y93,TP
"3,050",tile_x135y94,TP
"3,440",tile_x135y95,TP
"3,337",tile_x135y96,TP
"3,724",tile_x135y97,TO
"3,340",tile_x135y98,TO
"2,920",tile_x135y99,TO
