Z_MIN,TUILE,TO_DALLE
"33,589",tile_x59y81,IS
"30,690",tile_x59y82,IR
"27,832",tile_x59y83,IR
"25,130",tile_x59y84,IR
"24,520",tile_x59y85,IR
"24,311",tile_x59y86,IR
"21,450",tile_x59y87,IQ
"16,745",tile_x59y88,IQ
"15,422",tile_x59y89,IQ
"21,419",tile_x59y90,IQ
"20,060",tile_x59y91,IQ
"21,050",tile_x59y92,IP
"22,184",tile_x59y93,IP
"28,050",tile_x59y94,IP
"30,110",tile_x59y95,IP
"31,310",tile_x59y96,IP
"31,986",tile_x59y97,IO
"33,248",tile_x59y98,IO
"35,550",tile_x59y99,IO
"42,437",tile_x59y114,IL
"42,241",tile_x59y115,IL
"42,584",tile_x59y116,IL
"44,604",tile_x59y117,IK
"45,080",tile_x59y118,IK
"45,510",tile_x59y119,IK
"45,700",tile_x59y120,IK
"49,550",tile_x59y134,IH
"48,149",tile_x59y135,IH
"48,231",tile_x59y136,IH
"48,683",tile_x59y137,IG
"49,373",tile_x59y138,IG
"49,012",tile_x59y139,IG
"49,973",tile_x59y140,IG
"49,971",tile_x59y141,IG
"50,051",tile_x59y142,IF
"50,613",tile_x59y143,IF
"51,360",tile_x59y144,IF
"51,096",tile_x59y145,IF
"50,907",tile_x59y146,IF
"50,774",tile_x59y147,IE
"50,472",tile_x59y148,IE
"51,180",tile_x59y149,IE
"51,110",tile_x59y150,IE
"50,073",tile_x59y151,IE
"51,010",tile_x59y152,ID
"50,317",tile_x59y153,ID
"50,575",tile_x59y154,ID
"50,408",tile_x59y155,ID
"50,617",tile_x59y156,ID
"50,882",tile_x59y157,IC
"36,055",tile_x60y100,IO
"37,506",tile_x60y101,IO
"38,102",tile_x60y102,IN
"39,030",tile_x60y103,IN
"39,540",tile_x60y104,IN
"40,346",tile_x60y105,IN
"41,260",tile_x60y106,IN
"42,145",tile_x60y107,IM
"42,280",tile_x60y108,IM
"42,490",tile_x60y109,IM
"42,836",tile_x60y110,IM
"42,407",tile_x60y111,IM
"43,348",tile_x60y112,IL
"43,125",tile_x60y113,IL
"43,224",tile_x60y114,IL
"43,426",tile_x60y115,IL
"42,822",tile_x60y116,IL
"43,015",tile_x60y117,IK
"45,310",tile_x60y118,IK
"46,000",tile_x60y119,IK
"46,779",tile_x60y120,IK
"46,440",tile_x60y121,IK
"46,250",tile_x60y122,IJ
"46,522",tile_x60y123,IJ
"48,055",tile_x60y129,II
"47,974",tile_x60y130,II
"47,992",tile_x60y131,II
"47,985",tile_x60y132,IH
"49,265",tile_x60y133,IH
"49,160",tile_x60y134,IH
"49,610",tile_x60y135,IH
"48,299",tile_x60y136,IH
"49,418",tile_x60y137,IG
"49,453",tile_x60y138,IG
"49,447",tile_x60y139,IG
"50,006",tile_x60y140,IG
"50,093",tile_x60y141,IG
"50,243",tile_x60y142,IF
"51,140",tile_x60y143,IF
"51,070",tile_x60y144,IF
"51,120",tile_x60y145,IF
"50,854",tile_x60y146,IF
"50,485",tile_x60y147,IE
"50,920",tile_x60y148,IE
"50,714",tile_x60y149,IE
"50,311",tile_x60y150,IE
"50,242",tile_x60y151,IE
"49,870",tile_x60y152,ID
"50,609",tile_x60y153,ID
"50,022",tile_x60y154,ID
"50,037",tile_x60y155,ID
"51,010",tile_x60y156,ID
"38,619",tile_x60y43,IZ
"39,495",tile_x60y44,IZ
"39,690",tile_x60y45,IZ
"40,380",tile_x60y46,IZ
"40,550",tile_x60y47,IY
"38,450",tile_x60y48,IY
"39,280",tile_x60y49,IY
"40,556",tile_x60y50,IY
"40,040",tile_x60y51,IY
"40,920",tile_x60y52,IX
"41,120",tile_x60y53,IX
"39,282",tile_x60y54,IX
"36,940",tile_x60y55,IX
"38,524",tile_x60y56,IX
"38,350",tile_x60y57,IW
"39,020",tile_x60y58,IW
"39,790",tile_x60y59,IW
"40,426",tile_x60y60,IW
"41,464",tile_x60y61,IW
"41,870",tile_x60y62,IV
"39,525",tile_x60y63,IV
"38,330",tile_x60y64,IV
"37,008",tile_x60y65,IV
"37,887",tile_x60y66,IV
"38,028",tile_x60y67,IU
"37,672",tile_x60y68,IU
"34,692",tile_x60y69,IU
"35,028",tile_x60y70,IU
"35,101",tile_x60y71,IU
"35,570",tile_x60y72,IT
"36,019",tile_x60y73,IT
"36,056",tile_x60y74,IT
"35,402",tile_x60y75,IT
"35,789",tile_x60y76,IT
"36,583",tile_x60y77,IS
"37,362",tile_x60y78,IS
"34,900",tile_x60y79,IS
"33,070",tile_x60y80,IS
"31,777",tile_x60y81,IS
"29,016",tile_x60y82,IR
"26,653",tile_x60y83,IR
"24,127",tile_x60y84,IR
"23,743",tile_x60y85,IR
"19,804",tile_x60y86,IR
"21,214",tile_x60y87,IQ
"15,714",tile_x60y88,IQ
"14,689",tile_x60y89,IQ
"18,700",tile_x60y90,IQ
"19,590",tile_x60y91,IQ
"21,246",tile_x60y92,IP
"21,580",tile_x60y93,IP
"23,960",tile_x60y94,IP
"25,229",tile_x60y95,IP
"30,113",tile_x60y96,IP
"31,571",tile_x60y97,IO
"34,532",tile_x60y98,IO
"35,915",tile_x60y99,IO
"35,679",tile_x61y100,IO
"37,184",tile_x61y101,IO
"37,840",tile_x61y102,IN
"39,310",tile_x61y103,IN
"40,009",tile_x61y104,IN
"40,456",tile_x61y105,IN
"41,050",tile_x61y106,IN
"40,892",tile_x61y107,IM
"40,892",tile_x61y108,IM
"43,030",tile_x61y109,IM
"44,236",tile_x61y110,IM
"44,050",tile_x61y111,IM
"44,687",tile_x61y112,IL
"44,304",tile_x61y113,IL
"44,355",tile_x61y114,IL
"43,436",tile_x61y115,IL
"44,464",tile_x61y116,IL
"42,698",tile_x61y117,IK
"45,790",tile_x61y118,IK
"46,030",tile_x61y119,IK
"46,150",tile_x61y120,IK
"46,154",tile_x61y121,IK
"46,230",tile_x61y122,IJ
"46,889",tile_x61y123,IJ
"47,510",tile_x61y124,IJ
"47,191",tile_x61y125,IJ
"47,515",tile_x61y126,IJ
"48,154",tile_x61y127,II
"48,555",tile_x61y128,II
"49,231",tile_x61y129,II
"49,456",tile_x61y130,II
"49,430",tile_x61y131,II
"49,010",tile_x61y132,IH
"49,260",tile_x61y133,IH
"49,690",tile_x61y134,IH
"49,840",tile_x61y135,IH
"48,830",tile_x61y136,IH
"49,220",tile_x61y137,IG
"49,346",tile_x61y138,IG
"49,766",tile_x61y139,IG
"49,049",tile_x61y140,IG
"50,152",tile_x61y141,IG
"50,368",tile_x61y142,IF
"51,200",tile_x61y143,IF
"50,780",tile_x61y144,IF
"50,712",tile_x61y145,IF
"50,410",tile_x61y146,IF
"50,485",tile_x61y147,IE
"50,485",tile_x61y148,IE
"50,469",tile_x61y149,IE
"50,336",tile_x61y150,IE
"49,979",tile_x61y151,IE
"49,623",tile_x61y152,ID
"49,739",tile_x61y153,ID
"49,671",tile_x61y154,ID
"49,357",tile_x61y155,ID
"38,128",tile_x61y43,IZ
"37,841",tile_x61y44,IZ
"37,818",tile_x61y45,IZ
"38,477",tile_x61y46,IZ
"39,210",tile_x61y47,IY
"37,760",tile_x61y48,IY
"39,340",tile_x61y49,IY
"39,630",tile_x61y50,IY
"38,530",tile_x61y51,IY
"39,780",tile_x61y52,IX
"41,204",tile_x61y53,IX
"38,460",tile_x61y54,IX
"36,550",tile_x61y55,IX
"37,660",tile_x61y56,IX
"38,540",tile_x61y57,IW
"38,540",tile_x61y58,IW
"39,790",tile_x61y59,IW
"41,603",tile_x61y60,IW
"41,780",tile_x61y61,IW
"41,330",tile_x61y62,IV
"39,410",tile_x61y63,IV
"39,970",tile_x61y64,IV
"37,681",tile_x61y65,IV
"36,606",tile_x61y66,IV
"37,431",tile_x61y67,IU
"37,590",tile_x61y68,IU
"33,326",tile_x61y69,IU
"33,098",tile_x61y70,IU
"33,608",tile_x61y71,IU
"34,480",tile_x61y72,IT
"33,900",tile_x61y73,IT
"33,640",tile_x61y74,IT
"34,670",tile_x61y75,IT
"34,434",tile_x61y76,IT
"35,220",tile_x61y77,IS
"35,810",tile_x61y78,IS
"36,170",tile_x61y79,IS
"33,411",tile_x61y80,IS
"31,850",tile_x61y81,IS
"28,057",tile_x61y82,IR
"25,624",tile_x61y83,IR
"23,578",tile_x61y84,IR
"22,499",tile_x61y85,IR
"18,605",tile_x61y86,IR
"19,230",tile_x61y87,IQ
"17,090",tile_x61y88,IQ
"18,528",tile_x61y89,IQ
"21,894",tile_x61y90,IQ
"22,544",tile_x61y91,IQ
"26,020",tile_x61y92,IP
"29,701",tile_x61y93,IP
"26,041",tile_x61y94,IP
"25,050",tile_x61y95,IP
"26,880",tile_x61y96,IP
"28,808",tile_x61y97,IO
"32,036",tile_x61y98,IO
"35,085",tile_x61y99,IO
"35,867",tile_x62y100,IO
"37,710",tile_x62y101,IO
"38,680",tile_x62y102,IN
"39,770",tile_x62y103,IN
"40,482",tile_x62y104,IN
"41,560",tile_x62y105,IN
"38,194",tile_x62y106,IN
"38,194",tile_x62y107,IM
"40,892",tile_x62y108,IM
"44,675",tile_x62y109,IM
"43,266",tile_x62y110,IM
"45,220",tile_x62y111,IM
"44,194",tile_x62y112,IL
"44,052",tile_x62y113,IL
"44,388",tile_x62y114,IL
"43,901",tile_x62y115,IL
"45,963",tile_x62y116,IL
"43,243",tile_x62y117,IK
"43,879",tile_x62y118,IK
"46,094",tile_x62y119,IK
"46,201",tile_x62y120,IK
"46,160",tile_x62y121,IK
"46,445",tile_x62y122,IJ
"47,428",tile_x62y123,IJ
"47,162",tile_x62y124,IJ
"47,664",tile_x62y125,IJ
"48,289",tile_x62y126,IJ
"48,493",tile_x62y127,II
"48,718",tile_x62y128,II
"48,440",tile_x62y129,II
"49,059",tile_x62y130,II
"49,330",tile_x62y131,II
"49,386",tile_x62y132,IH
"50,170",tile_x62y133,IH
"50,040",tile_x62y134,IH
"48,905",tile_x62y135,IH
"49,208",tile_x62y136,IH
"48,810",tile_x62y137,IG
"49,713",tile_x62y138,IG
"49,612",tile_x62y139,IG
"49,292",tile_x62y140,IG
"50,990",tile_x62y141,IG
"50,610",tile_x62y142,IF
"50,910",tile_x62y143,IF
"50,905",tile_x62y144,IF
"51,198",tile_x62y145,IF
"51,000",tile_x62y146,IF
"50,357",tile_x62y147,IE
"50,230",tile_x62y148,IE
"50,326",tile_x62y149,IE
"50,571",tile_x62y150,IE
"49,872",tile_x62y151,IE
"50,310",tile_x62y152,ID
"49,666",tile_x62y153,ID
"48,176",tile_x62y154,ID
"37,075",tile_x62y44,IZ
"37,701",tile_x62y45,IZ
"36,923",tile_x62y46,IZ
"37,420",tile_x62y47,IY
"36,810",tile_x62y48,IY
"38,430",tile_x62y49,IY
"38,627",tile_x62y50,IY
"38,130",tile_x62y51,IY
"38,540",tile_x62y52,IX
"39,240",tile_x62y53,IX
"38,498",tile_x62y54,IX
"38,204",tile_x62y57,IW
"39,450",tile_x62y58,IW
"40,056",tile_x62y59,IW
"40,680",tile_x62y60,IW
"40,433",tile_x62y61,IW
"40,310",tile_x62y62,IV
"41,214",tile_x62y63,IV
"40,765",tile_x62y64,IV
"37,910",tile_x62y65,IV
"35,706",tile_x62y66,IV
"37,904",tile_x62y67,IU
"38,412",tile_x62y68,IU
"35,304",tile_x62y69,IU
"31,470",tile_x62y70,IU
"33,445",tile_x62y71,IU
"33,150",tile_x62y72,IT
"35,300",tile_x62y73,IT
"35,020",tile_x62y74,IT
"32,550",tile_x62y75,IT
"33,453",tile_x62y76,IT
"33,117",tile_x62y77,IS
"34,795",tile_x62y78,IS
"34,551",tile_x62y79,IS
"32,914",tile_x62y80,IS
"30,340",tile_x62y81,IS
"27,381",tile_x62y82,IR
"23,991",tile_x62y83,IR
"21,922",tile_x62y84,IR
"21,310",tile_x62y85,IR
"18,565",tile_x62y86,IR
"13,586",tile_x62y87,IQ
"15,668",tile_x62y88,IQ
"20,590",tile_x62y89,IQ
"21,850",tile_x62y90,IQ
"22,563",tile_x62y91,IQ
"27,752",tile_x62y92,IP
"30,866",tile_x62y93,IP
"32,160",tile_x62y94,IP
"32,781",tile_x62y95,IP
"32,701",tile_x62y96,IP
"28,622",tile_x62y97,IO
"31,063",tile_x62y98,IO
"35,768",tile_x62y99,IO
"36,783",tile_x63y100,JO
"37,560",tile_x63y101,JO
"38,738",tile_x63y102,JN
"39,285",tile_x63y103,JN
"41,070",tile_x63y104,JN
"41,303",tile_x63y105,JN
"42,590",tile_x63y106,JN
"43,670",tile_x63y107,JM
"45,245",tile_x63y108,JM
"45,750",tile_x63y109,JM
"45,580",tile_x63y110,JM
"45,375",tile_x63y111,JM
"44,428",tile_x63y112,JL
"44,579",tile_x63y113,JL
"44,235",tile_x63y114,JL
"44,507",tile_x63y115,JL
"46,140",tile_x63y116,JL
"46,791",tile_x63y117,JK
"44,023",tile_x63y118,JK
"44,529",tile_x63y119,JK
"45,114",tile_x63y120,JK
"45,906",tile_x63y121,JK
"46,478",tile_x63y122,JJ
"46,626",tile_x63y123,JJ
"47,435",tile_x63y124,JJ
"47,510",tile_x63y125,JJ
"48,802",tile_x63y126,JJ
"48,760",tile_x63y127,JI
"49,263",tile_x63y128,JI
"48,705",tile_x63y129,JI
"49,010",tile_x63y130,JI
"49,410",tile_x63y131,JI
"49,780",tile_x63y132,JH
"50,014",tile_x63y133,JH
"49,405",tile_x63y134,JH
"49,405",tile_x63y135,JH
"49,864",tile_x63y136,JH
"49,378",tile_x63y137,JG
"49,529",tile_x63y138,JG
"49,417",tile_x63y139,JG
"50,780",tile_x63y140,JG
"50,880",tile_x63y141,JG
"50,780",tile_x63y142,JF
"50,900",tile_x63y143,JF
"50,850",tile_x63y144,JF
"50,403",tile_x63y145,JF
"50,377",tile_x63y146,JF
"50,251",tile_x63y147,JE
"49,458",tile_x63y148,JE
"49,625",tile_x63y149,JE
"50,234",tile_x63y150,JE
"49,930",tile_x63y151,JE
"49,486",tile_x63y152,JD
"48,532",tile_x63y153,JD
"36,729",tile_x63y44,JZ
"36,910",tile_x63y45,JZ
"36,472",tile_x63y46,JZ
"35,520",tile_x63y47,JY
"36,190",tile_x63y48,JY
"37,750",tile_x63y49,JY
"36,802",tile_x63y50,JY
"37,078",tile_x63y51,JY
"37,293",tile_x63y52,JX
"37,770",tile_x63y53,JX
"36,630",tile_x63y54,JX
"35,230",tile_x63y55,JX
"38,240",tile_x63y57,JW
"38,290",tile_x63y58,JW
"40,101",tile_x63y59,JW
"40,270",tile_x63y60,JW
"39,290",tile_x63y61,JW
"39,340",tile_x63y62,JV
"40,255",tile_x63y63,JV
"38,984",tile_x63y64,JV
"36,643",tile_x63y65,JV
"35,890",tile_x63y66,JV
"36,511",tile_x63y67,JU
"36,990",tile_x63y68,JU
"32,555",tile_x63y69,JU
"29,920",tile_x63y70,JU
"31,300",tile_x63y71,JU
"34,784",tile_x63y72,JT
"36,408",tile_x63y73,JT
"35,121",tile_x63y74,JT
"32,840",tile_x63y75,JT
"32,460",tile_x63y76,JT
"31,699",tile_x63y77,JS
"31,629",tile_x63y78,JS
"32,507",tile_x63y79,JS
"31,515",tile_x63y80,JS
"27,813",tile_x63y81,JS
"24,937",tile_x63y82,JR
"22,139",tile_x63y83,JR
"20,592",tile_x63y84,JR
"20,220",tile_x63y85,JR
"16,990",tile_x63y86,JR
"16,448",tile_x63y87,JQ
"20,063",tile_x63y88,JQ
"21,507",tile_x63y89,JQ
"22,190",tile_x63y90,JQ
"24,114",tile_x63y91,JQ
"27,449",tile_x63y92,JP
"29,599",tile_x63y93,JP
"31,267",tile_x63y94,JP
"31,766",tile_x63y95,JP
"33,520",tile_x63y96,JP
"33,412",tile_x63y97,JO
"31,810",tile_x63y98,JO
"35,244",tile_x63y99,JO
"35,296",tile_x64y100,JO
"37,423",tile_x64y101,JO
"37,873",tile_x64y102,JN
"39,171",tile_x64y103,JN
"40,361",tile_x64y104,JN
"41,180",tile_x64y105,JN
"42,720",tile_x64y106,JN
"43,700",tile_x64y107,JM
"44,400",tile_x64y108,JM
"45,430",tile_x64y109,JM
"45,558",tile_x64y110,JM
"46,469",tile_x64y111,JM
"45,132",tile_x64y112,JL
"44,623",tile_x64y113,JL
"45,073",tile_x64y114,JL
"44,878",tile_x64y115,JL
"45,423",tile_x64y116,JL
"46,477",tile_x64y117,JK
"47,007",tile_x64y118,JK
"47,429",tile_x64y119,JK
"47,420",tile_x64y120,JK
"47,436",tile_x64y121,JK
"47,831",tile_x64y122,JJ
"47,229",tile_x64y123,JJ
"46,994",tile_x64y124,JJ
"48,122",tile_x64y125,JJ
"48,390",tile_x64y126,JJ
"49,020",tile_x64y127,JI
"48,940",tile_x64y128,JI
"48,811",tile_x64y129,JI
"49,380",tile_x64y130,JI
"49,420",tile_x64y131,JI
"49,400",tile_x64y132,JH
"49,540",tile_x64y133,JH
"49,561",tile_x64y134,JH
"49,405",tile_x64y135,JH
"49,773",tile_x64y136,JH
"49,538",tile_x64y137,JG
"49,488",tile_x64y138,JG
"50,720",tile_x64y139,JG
"50,055",tile_x64y140,JG
"49,970",tile_x64y141,JG
"50,790",tile_x64y142,JF
"50,657",tile_x64y143,JF
"50,560",tile_x64y144,JF
"50,589",tile_x64y145,JF
"50,326",tile_x64y146,JF
"50,075",tile_x64y147,JE
"50,155",tile_x64y148,JE
"49,380",tile_x64y149,JE
"49,660",tile_x64y150,JE
"49,731",tile_x64y151,JE
"49,592",tile_x64y152,JD
"35,966",tile_x64y45,JZ
"34,996",tile_x64y46,JZ
"34,660",tile_x64y47,JY
"35,600",tile_x64y48,JY
"35,902",tile_x64y49,JY
"35,108",tile_x64y50,JY
"36,150",tile_x64y51,JY
"36,823",tile_x64y52,JX
"35,799",tile_x64y53,JX
"35,356",tile_x64y54,JX
"38,710",tile_x64y57,JW
"38,938",tile_x64y58,JW
"39,420",tile_x64y59,JW
"39,190",tile_x64y60,JW
"37,189",tile_x64y61,JW
"38,580",tile_x64y62,JV
"38,600",tile_x64y63,JV
"37,900",tile_x64y64,JV
"36,602",tile_x64y65,JV
"34,510",tile_x64y66,JV
"34,329",tile_x64y67,JU
"34,456",tile_x64y68,JU
"32,712",tile_x64y69,JU
"29,720",tile_x64y70,JU
"31,220",tile_x64y71,JU
"36,249",tile_x64y72,JT
"36,785",tile_x64y73,JT
"34,452",tile_x64y74,JT
"34,141",tile_x64y75,JT
"32,950",tile_x64y76,JT
"31,394",tile_x64y77,JS
"30,050",tile_x64y78,JS
"29,675",tile_x64y79,JS
"30,561",tile_x64y80,JS
"27,415",tile_x64y81,JS
"24,209",tile_x64y82,JR
"21,358",tile_x64y83,JR
"19,950",tile_x64y84,JR
"18,602",tile_x64y85,JR
"16,037",tile_x64y86,JR
"17,200",tile_x64y87,JQ
"19,745",tile_x64y88,JQ
"21,870",tile_x64y89,JQ
"23,590",tile_x64y90,JQ
"24,471",tile_x64y91,JQ
"26,729",tile_x64y92,JP
"28,294",tile_x64y93,JP
"30,458",tile_x64y94,JP
"31,734",tile_x64y95,JP
"32,538",tile_x64y96,JP
"33,866",tile_x64y97,JO
"32,596",tile_x64y98,JO
"33,988",tile_x64y99,JO
"35,300",tile_x65y100,JO
"37,908",tile_x65y101,JO
"38,543",tile_x65y102,JN
"39,998",tile_x65y103,JN
"41,257",tile_x65y104,JN
"42,072",tile_x65y105,JN
"42,670",tile_x65y106,JN
"43,488",tile_x65y107,JM
"44,107",tile_x65y108,JM
"44,598",tile_x65y109,JM
"45,140",tile_x65y110,JM
"46,770",tile_x65y111,JM
"45,410",tile_x65y112,JL
"44,890",tile_x65y113,JL
"45,003",tile_x65y114,JL
"45,149",tile_x65y115,JL
"46,460",tile_x65y116,JL
"46,435",tile_x65y117,JK
"46,969",tile_x65y118,JK
"47,832",tile_x65y119,JK
"47,842",tile_x65y120,JK
"47,843",tile_x65y121,JK
"47,256",tile_x65y122,JJ
"47,597",tile_x65y123,JJ
"47,391",tile_x65y124,JJ
"47,556",tile_x65y125,JJ
"48,050",tile_x65y126,JJ
"48,497",tile_x65y127,JI
"48,730",tile_x65y128,JI
"49,200",tile_x65y129,JI
"49,220",tile_x65y130,JI
"49,640",tile_x65y131,JI
"48,231",tile_x65y132,JH
"49,719",tile_x65y133,JH
"50,122",tile_x65y134,JH
"49,492",tile_x65y135,JH
"49,773",tile_x65y136,JH
"49,672",tile_x65y137,JG
"49,399",tile_x65y138,JG
"51,020",tile_x65y139,JG
"50,265",tile_x65y140,JG
"50,859",tile_x65y141,JG
"50,836",tile_x65y142,JF
"50,303",tile_x65y143,JF
"50,594",tile_x65y144,JF
"50,182",tile_x65y145,JF
"50,283",tile_x65y146,JF
"50,311",tile_x65y147,JE
"50,158",tile_x65y148,JE
"50,037",tile_x65y149,JE
"49,988",tile_x65y150,JE
"49,830",tile_x65y151,JE
"35,630",tile_x65y45,JZ
"33,950",tile_x65y46,JZ
"33,750",tile_x65y47,JY
"35,012",tile_x65y48,JY
"34,576",tile_x65y49,JY
"34,140",tile_x65y50,JY
"35,670",tile_x65y51,JY
"36,120",tile_x65y52,JX
"34,840",tile_x65y53,JX
"34,400",tile_x65y54,JX
"36,128",tile_x65y56,JX
"37,270",tile_x65y57,JW
"37,860",tile_x65y58,JW
"38,270",tile_x65y59,JW
"37,673",tile_x65y60,JW
"36,782",tile_x65y61,JW
"36,980",tile_x65y62,JV
"39,450",tile_x65y63,JV
"38,970",tile_x65y64,JV
"38,250",tile_x65y65,JV
"34,506",tile_x65y66,JV
"32,821",tile_x65y67,JU
"32,568",tile_x65y68,JU
"30,890",tile_x65y69,JU
"28,282",tile_x65y70,JU
"31,670",tile_x65y71,JU
"35,749",tile_x65y72,JT
"36,818",tile_x65y73,JT
"34,016",tile_x65y74,JT
"34,083",tile_x65y75,JT
"32,443",tile_x65y76,JT
"33,510",tile_x65y77,JS
"29,845",tile_x65y78,JS
"28,790",tile_x65y79,JS
"28,710",tile_x65y80,JS
"25,678",tile_x65y81,JS
"22,485",tile_x65y82,JR
"19,147",tile_x65y83,JR
"17,645",tile_x65y84,JR
"16,236",tile_x65y85,JR
"14,756",tile_x65y86,JR
"15,556",tile_x65y87,JQ
"19,700",tile_x65y88,JQ
"22,070",tile_x65y89,JQ
"23,550",tile_x65y90,JQ
"25,756",tile_x65y91,JQ
"27,822",tile_x65y92,JP
"27,936",tile_x65y93,JP
"31,735",tile_x65y94,JP
"33,250",tile_x65y95,JP
"34,726",tile_x65y96,JP
"35,583",tile_x65y97,JO
"35,874",tile_x65y98,JO
"36,414",tile_x65y99,JO
"37,818",tile_x66y100,JO
"38,494",tile_x66y101,JO
"38,810",tile_x66y102,JN
"39,810",tile_x66y103,JN
"41,254",tile_x66y104,JN
"42,411",tile_x66y105,JN
"41,980",tile_x66y106,JN
"44,360",tile_x66y107,JM
"43,364",tile_x66y108,JM
"44,107",tile_x66y109,JM
"44,800",tile_x66y110,JM
"45,633",tile_x66y111,JM
"45,722",tile_x66y112,JL
"45,831",tile_x66y113,JL
"46,517",tile_x66y114,JL
"46,179",tile_x66y115,JL
"46,837",tile_x66y116,JL
"47,106",tile_x66y117,JK
"47,203",tile_x66y118,JK
"47,616",tile_x66y119,JK
"48,176",tile_x66y120,JK
"48,192",tile_x66y121,JK
"48,004",tile_x66y122,JJ
"47,688",tile_x66y123,JJ
"47,698",tile_x66y124,JJ
"47,567",tile_x66y125,JJ
"47,773",tile_x66y126,JJ
"48,534",tile_x66y127,JI
"48,800",tile_x66y128,JI
"49,610",tile_x66y129,JI
"49,520",tile_x66y130,JI
"48,145",tile_x66y131,JI
"48,728",tile_x66y132,JH
"49,463",tile_x66y133,JH
"49,717",tile_x66y134,JH
"49,717",tile_x66y135,JH
"49,717",tile_x66y136,JH
"50,600",tile_x66y137,JG
"50,021",tile_x66y138,JG
"50,870",tile_x66y139,JG
"50,830",tile_x66y140,JG
"50,653",tile_x66y141,JG
"50,955",tile_x66y142,JF
"50,380",tile_x66y143,JF
"50,060",tile_x66y144,JF
"50,331",tile_x66y145,JF
"50,166",tile_x66y146,JF
"50,069",tile_x66y147,JE
"50,260",tile_x66y148,JE
"50,480",tile_x66y149,JE
"50,457",tile_x66y150,JE
"50,574",tile_x66y151,JE
"33,640",tile_x66y46,JZ
"32,880",tile_x66y47,JY
"33,970",tile_x66y48,JY
"33,233",tile_x66y49,JY
"34,250",tile_x66y50,JY
"34,280",tile_x66y51,JY
"34,850",tile_x66y52,JX
"33,420",tile_x66y53,JX
"35,506",tile_x66y56,JX
"36,819",tile_x66y57,JW
"37,014",tile_x66y58,JW
"36,610",tile_x66y59,JW
"36,970",tile_x66y60,JW
"35,270",tile_x66y61,JW
"36,150",tile_x66y62,JV
"36,370",tile_x66y63,JV
"39,285",tile_x66y64,JV
"38,340",tile_x66y65,JV
"29,921",tile_x66y69,JU
"27,546",tile_x66y70,JU
"31,219",tile_x66y71,JU
"35,197",tile_x66y72,JT
"36,542",tile_x66y73,JT
"33,792",tile_x66y74,JT
"33,410",tile_x66y75,JT
"33,972",tile_x66y76,JT
"33,540",tile_x66y77,JS
"30,303",tile_x66y78,JS
"27,560",tile_x66y79,JS
"26,045",tile_x66y80,JS
"24,074",tile_x66y81,JS
"21,900",tile_x66y82,JR
"18,337",tile_x66y83,JR
"16,340",tile_x66y84,JR
"15,265",tile_x66y85,JR
"15,608",tile_x66y86,JR
"18,560",tile_x66y87,JQ
"20,739",tile_x66y88,JQ
"21,626",tile_x66y89,JQ
"24,242",tile_x66y90,JQ
"27,193",tile_x66y91,JQ
"30,910",tile_x66y92,JP
"30,900",tile_x66y93,JP
"32,171",tile_x66y94,JP
"33,500",tile_x66y95,JP
"34,725",tile_x66y96,JP
"37,440",tile_x66y97,JO
"36,625",tile_x66y98,JO
"37,614",tile_x66y99,JO
"39,720",tile_x67y100,JO
"40,090",tile_x67y101,JO
"41,370",tile_x67y102,JN
"40,450",tile_x67y103,JN
"40,720",tile_x67y104,JN
"41,440",tile_x67y105,JN
"42,135",tile_x67y106,JN
"44,598",tile_x67y107,JM
"44,040",tile_x67y108,JM
"43,620",tile_x67y109,JM
"44,337",tile_x67y110,JM
"45,711",tile_x67y111,JM
"45,593",tile_x67y112,JL
"46,616",tile_x67y113,JL
"47,000",tile_x67y114,JL
"46,684",tile_x67y115,JL
"47,026",tile_x67y116,JL
"47,408",tile_x67y117,JK
"47,550",tile_x67y118,JK
"47,670",tile_x67y119,JK
"48,077",tile_x67y120,JK
"47,954",tile_x67y121,JK
"46,549",tile_x67y122,JJ
"47,562",tile_x67y123,JJ
"47,712",tile_x67y124,JJ
"48,290",tile_x67y125,JJ
"48,194",tile_x67y126,JJ
"48,376",tile_x67y127,JI
"48,942",tile_x67y128,JI
"49,720",tile_x67y129,JI
"49,215",tile_x67y130,JI
"48,666",tile_x67y131,JI
"50,010",tile_x67y132,JH
"50,440",tile_x67y133,JH
"49,717",tile_x67y134,JH
"49,717",tile_x67y135,JH
"49,717",tile_x67y136,JH
"50,530",tile_x67y137,JG
"49,917",tile_x67y138,JG
"50,400",tile_x67y139,JG
"51,640",tile_x67y140,JG
"50,934",tile_x67y141,JG
"49,514",tile_x67y142,JF
"50,394",tile_x67y143,JF
"49,550",tile_x67y144,JF
"49,843",tile_x67y145,JF
"50,224",tile_x67y146,JF
"49,927",tile_x67y147,JE
"49,862",tile_x67y148,JE
"51,200",tile_x67y149,JE
"51,294",tile_x67y150,JE
"31,930",tile_x67y47,JY
"32,670",tile_x67y48,JY
"32,650",tile_x67y49,JY
"33,290",tile_x67y50,JY
"33,580",tile_x67y51,JY
"33,530",tile_x67y52,JX
"32,400",tile_x67y53,JX
"7,301",tile_x67y55,JX
"35,041",tile_x67y56,JX
"35,210",tile_x67y57,JW
"35,600",tile_x67y58,JW
"35,700",tile_x67y59,JW
"35,850",tile_x67y60,JW
"35,020",tile_x67y61,JW
